prefix x y kind data filename
2d_  0.1400  0.2925 total_integrated_signal 0 2d_000139.img
2d_  0.1400  0.2925 median_integrated_signal nan 2d_000139.img
2d_  0.1500  0.2925 n_spots 0 2d_000140.img
2d_  0.1500  0.2925 total_integrated_signal 0 2d_000140.img
2d_  0.1500  0.2925 median_integrated_signal nan 2d_000140.img
2d_ -0.1100  0.2925 n_spots 0 2d_000114.img
2d_ -0.1100  0.2925 total_integrated_signal 0 2d_000114.img
2d_ -0.1100  0.2925 median_integrated_signal nan 2d_000114.img
2d_  0.0800  0.2925 n_spots 0 2d_000133.img
2d_  0.0800  0.2925 total_integrated_signal 0 2d_000133.img
2d_  0.0800  0.2925 median_integrated_signal nan 2d_000133.img
2d_ -0.0200  0.2925 n_spots 0 2d_000123.img
2d_ -0.0200  0.2925 total_integrated_signal 0 2d_000123.img
2d_ -0.0200  0.2925 median_integrated_signal nan 2d_000123.img
2d_  0.1000  0.2925 n_spots 0 2d_000135.img
2d_  0.1000  0.2925 total_integrated_signal 0 2d_000135.img
2d_  0.1000  0.2925 median_integrated_signal nan 2d_000135.img
2d_  0.2000  0.2925 n_spots 0 2d_000145.img
2d_  0.2000  0.2925 total_integrated_signal 0 2d_000145.img
2d_  0.2000  0.2925 median_integrated_signal nan 2d_000145.img
2d_  0.1200  0.2925 n_spots 0 2d_000137.img
2d_  0.1200  0.2925 total_integrated_signal 0 2d_000137.img
2d_  0.1200  0.2925 median_integrated_signal nan 2d_000137.img
2d_  0.2100  0.2925 n_spots 0 2d_000146.img
2d_  0.2100  0.2925 total_integrated_signal 0 2d_000146.img
2d_  0.2100  0.2925 median_integrated_signal nan 2d_000146.img
2d_  0.1900  0.2925 n_spots 0 2d_000144.img
2d_  0.1900  0.2925 total_integrated_signal 0 2d_000144.img
2d_  0.1900  0.2925 median_integrated_signal nan 2d_000144.img
2d_  0.1600  0.2925 n_spots 0 2d_000141.img
2d_  0.1600  0.2925 total_integrated_signal 0 2d_000141.img
2d_  0.1600  0.2925 median_integrated_signal nan 2d_000141.img
